,year,fuel,car_running,mileage,car
429,2017,Diesel,less than 50000,more than 20,Hyundai Creta 1.4
3744,2016,Petrol,less than 100000,more than 15,Other
7531,2007,Diesel,less than 500000,more than 15,Tata Indica V2
5054,2009,Petrol,less than 100000,more than 15,Maruti A-Star Vxi
1328,2019,Petrol,less than 50000,more than 20,Maruti Alto K10
1814,2016,Petrol,less than 25000,more than 20,Maruti Wagon R
7881,2017,Diesel,less than 50000,more than 25,Ford Figo Aspire
6337,2011,Diesel,less than 100000,more than 15,Other
5670,2008,Petrol,less than 50000,more than 15,Other
2521,2004,Petrol,less than 500000,more than 15,Maruti Wagon R
7837,2010,Petrol,less than 100000,more than 15,Maruti Wagon R
6851,2018,Diesel,less than 50000,more than 25,Maruti Swift Dzire
7718,2018,Petrol,less than 25000,more than 15,Mahindra KUV 100
7199,2009,Diesel,less than 100000,more than 20,Maruti Ritz VDi
5446,2016,Diesel,less than 100000,more than 25,Maruti Baleno Alpha
7615,2017,Petrol,less than 10000,more than 15,Maruti Omni E
6648,2013,Diesel,less than 500000,0-15,Toyota Innova 2.5
1145,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
6452,2012,Diesel,less than 500000,more than 20,Ford Figo Diesel
6712,2015,Diesel,less than 50000,more than 20,Tata Zest Quadrajet
5808,2011,Diesel,less than 500000,more than 20,Volkswagen Polo Diesel
4029,2014,Petrol,less than 50000,more than 15,Hyundai Grand i10
4706,2016,Diesel,less than 100000,0-15,Toyota Innova Crysta
2381,2014,Diesel,less than 100000,more than 20,Hyundai Grand i10
3260,2014,Diesel,less than 500000,more than 15,Mahindra XUV500 W4
3735,2017,Diesel,less than 50000,more than 25,Other
8008,2017,Petrol,less than 50000,more than 20,Maruti Alto K10
7428,2018,Diesel,less than 500000,more than 20,Other
5788,2011,Petrol,less than 100000,more than 20,Hyundai i10 Sportz
3705,2017,Petrol,less than 100000,more than 20,Other
1922,2013,Diesel,less than 500000,more than 15,Renault Duster 110PS
7261,2012,Diesel,less than 100000,more than 20,Ford Figo Diesel
7727,2016,Diesel,less than 100000,more than 15,Renault Duster 85PS
7056,2015,Diesel,less than 500000,more than 15,Mahindra Scorpio 1.99
1495,2013,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
1267,2010,Petrol,less than 100000,more than 25,Other
745,2006,Diesel,less than 500000,more than 15,Tata Indica V2
3936,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
3302,2008,Petrol,less than 50000,more than 15,Hyundai i10 Era
1953,2010,Petrol,less than 500000,more than 15,Maruti Alto LXi
109,2010,Petrol,less than 50000,more than 15,Tata Indica Vista
6487,2013,Diesel,less than 100000,more than 20,Chevrolet Sail Hatchback
4035,2017,Diesel,less than 50000,more than 25,Maruti Swift VDI
4381,2014,Diesel,less than 500000,more than 20,Hyundai Grand i10
6599,2014,Diesel,less than 100000,more than 20,Skoda Rapid 1.5
2585,2014,Diesel,less than 100000,0-15,Toyota Innova 2.5
5804,2003,Petrol,less than 100000,0-15,Other
346,2017,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
4720,2002,Diesel,less than 100000,more than 20,Other
1095,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
6335,2016,Petrol,less than 50000,more than 20,Maruti Swift Dzire
7205,2008,Petrol,less than 500000,more than 15,Honda City 2017-2020
4127,2015,Diesel,less than 50000,more than 15,Hyundai Creta 1.6
1933,2010,Petrol,less than 500000,more than 15,Other
4554,2012,Petrol,less than 100000,more than 15,Other
6309,2015,Diesel,less than 100000,more than 20,Hyundai Grand i10
7334,2018,Petrol,less than 50000,more than 15,Hyundai Elite i20
1,2014,Diesel,less than 500000,more than 20,Skoda Rapid 1.5
1013,2010,Diesel,less than 100000,more than 25,Other
6165,2014,Petrol,less than 25000,more than 20,Maruti Wagon R
620,2017,Petrol,less than 50000,more than 20,Maruti Alto K10
7181,2012,Diesel,less than 100000,more than 20,Hyundai i20 1.4
5024,2012,Diesel,less than 100000,more than 15,Tata Indigo LX
67,2016,Diesel,less than 50000,more than 20,Volkswagen Ameo 1.5
2385,2014,Diesel,less than 500000,more than 25,Maruti Swift VDI
7480,2013,Diesel,less than 500000,more than 20,Maruti Ertiga ZDI
1806,2007,Petrol,less than 100000,more than 15,Maruti 800 AC
1632,2011,Petrol,less than 100000,0-15,Other
4814,2019,Diesel,less than 100000,more than 20,Other
7363,2017,Petrol,less than 25000,more than 15,Honda City i
3354,2012,Diesel,less than 500000,more than 20,Other
6457,2012,Diesel,less than 100000,0-15,Tata New Safari
3117,2018,Petrol,less than 50000,more than 20,Maruti Wagon R
3584,2011,Diesel,less than 500000,0-15,Toyota Innova 2.5
898,2010,Diesel,less than 500000,more than 20,Hyundai i20 Magna
7041,2016,Petrol,less than 25000,more than 15,Other
4895,2011,Petrol,less than 100000,more than 15,Other
1096,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
1473,2011,Diesel,less than 500000,more than 20,Ford Figo Diesel
5928,2013,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
401,2012,Diesel,less than 500000,more than 15,Tata Indigo LS
1262,2010,Petrol,less than 100000,more than 15,Other
4252,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
728,2011,Petrol,less than 50000,more than 15,Other
1377,2010,Petrol,less than 100000,more than 15,Honda City i-VTEC
8015,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
1545,2019,Petrol,less than 25000,more than 20,Maruti Swift AMT
2241,2008,Petrol,less than 100000,more than 15,Other
1688,2017,Diesel,less than 100000,more than 15,Other
4741,2013,Diesel,less than 500000,0-15,Other
1170,2016,Petrol,less than 50000,more than 20,Maruti Wagon R
5014,2014,Petrol,less than 500000,more than 15,Maruti Swift Dzire
3287,2014,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
1336,2013,Diesel,less than 500000,0-15,Toyota Innova 2.5
88,2012,Petrol,less than 50000,more than 15,Hyundai i10 Era
3760,2011,Petrol,less than 50000,more than 15,Other
6548,2012,Diesel,less than 500000,more than 15,Ford Fiesta Classic
2873,2009,Diesel,less than 500000,more than 15,Ford Fiesta 1.4
7572,2014,Petrol,less than 100000,more than 15,Tata Zest Revotron
4708,2004,Diesel,less than 500000,more than 15,Tata Indigo LS
2641,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
3098,2017,Diesel,less than 50000,more than 20,Ford EcoSport 1.5
219,2017,Diesel,less than 100000,0-15,Tata Safari Storme
4623,2011,Diesel,less than 100000,more than 15,Maruti Swift Dzire
195,2005,Petrol,less than 100000,more than 15,Other
6713,2011,Diesel,less than 500000,0-15,Mahindra Xylo D2
1640,2010,Diesel,less than 500000,0-15,Mahindra Scorpio VLX
7490,2018,Petrol,less than 50000,more than 15,Ford Figo Aspire
6352,2013,Diesel,less than 500000,more than 25,Chevrolet Beat Diesel
5568,2017,Diesel,less than 100000,more than 20,Hyundai i20 1.4
6710,2012,Diesel,less than 500000,more than 20,Maruti Swift VDI
2892,2017,Diesel,less than 100000,more than 20,Other
7002,2010,Petrol,less than 100000,0-15,Hyundai Santro Xing
2909,2018,Diesel,less than 10000,more than 20,Maruti Vitara Brezza
2980,2014,Diesel,less than 100000,more than 20,Maruti Ertiga VDI
3639,2017,Petrol,less than 50000,more than 20,Renault KWID 1.0
4410,2017,Petrol,less than 50000,more than 20,Other
8124,2007,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
3375,2014,Diesel,less than 100000,0-15,Chevrolet Tavera Neo
4604,2012,Petrol,less than 500000,more than 20,Maruti Alto K10
7087,2015,Petrol,less than 50000,more than 20,Maruti Alto 800
6586,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
4764,2018,Diesel,less than 100000,more than 15,Mahindra TUV 300
6042,2017,Diesel,less than 100000,more than 15,Toyota Fortuner 2.8
608,2016,Petrol,less than 50000,more than 20,Renault KWID 1.0
7385,2014,Petrol,less than 50000,more than 15,Hyundai Verna 1.4
2694,2013,Diesel,less than 500000,0-15,Other
832,2015,Petrol,less than 25000,more than 20,Maruti Alto 800
5368,2010,Diesel,less than 100000,more than 15,Hyundai Verna Transform
4532,2016,Petrol,less than 100000,more than 20,Maruti Alto 800
4662,2016,Diesel,less than 500000,more than 25,Tata Tiago 1.05
405,2010,Petrol,less than 100000,more than 20,Maruti Alto K10
414,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
2290,2006,Petrol,less than 100000,more than 15,Maruti Wagon R
4785,2018,Diesel,less than 100000,more than 15,Jeep Compass 2.0
6892,2007,Petrol,less than 100000,more than 15,Maruti Zen Estilo
2617,2015,Diesel,less than 500000,more than 20,Toyota Etios GD
3318,2012,Diesel,less than 500000,more than 20,Tata Indica Vista
5646,2019,Petrol,less than 25000,more than 20,Other
2328,2017,Diesel,less than 500000,more than 15,Other
7834,2013,Petrol,less than 500000,more than 15,Hyundai Verna 1.6
1872,2019,Diesel,less than 10000,more than 15,BMW X4 M
66,2019,Petrol,less than 50000,more than 20,Maruti Baleno Delta
7326,2018,Diesel,less than 25000,more than 15,Other
413,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
1330,2017,Petrol,less than 100000,more than 15,Other
4660,2013,Diesel,less than 100000,more than 15,Tata Indica Vista
5046,2017,Petrol,less than 50000,more than 15,Ford Figo 1.2P
4611,2014,Diesel,less than 500000,more than 15,Tata Sumo Gold
5287,2016,Petrol,less than 25000,more than 15,Other
4302,2015,Petrol,less than 50000,more than 15,Ford EcoSport 1.5
1351,2013,Diesel,less than 100000,more than 20,Hyundai i20 Magna
241,2011,Petrol,less than 100000,more than 15,Hyundai Santro Xing
6587,2019,Diesel,less than 10000,more than 15,BMW X4 M
8047,2015,Petrol,less than 50000,more than 15,Honda City i
4565,2018,Diesel,less than 500000,more than 20,Other
4988,2009,Petrol,less than 100000,more than 15,Maruti 800 AC
3914,2012,Diesel,less than 500000,0-15,Toyota Innova 2.5
3950,2012,Diesel,less than 100000,more than 20,Maruti Ertiga VDI
4745,2019,Petrol,less than 10000,more than 15,Hyundai Grand i10
2011,2015,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
2137,2013,Diesel,less than 100000,0-15,Other
3170,2015,Diesel,less than 100000,more than 20,Other
6550,2007,Petrol,less than 500000,more than 15,Honda City 2017-2020
5657,2015,Petrol,less than 50000,more than 15,Hyundai Verna 1.6
939,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
3759,2015,Diesel,less than 100000,more than 25,Honda Amaze VX
2027,2015,Petrol,less than 100000,more than 15,Ford Figo Aspire
3239,2017,Petrol,less than 25000,0-15,Other
2731,2012,Diesel,less than 500000,more than 20,Toyota Corolla Altis
3733,2012,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
4074,2015,Diesel,less than 100000,more than 25,Honda City i
4266,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
6700,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
381,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
4702,2010,Diesel,less than 500000,more than 20,Toyota Corolla Altis
2967,2016,Petrol,less than 100000,more than 20,Maruti Swift Dzire
7158,2018,Petrol,less than 25000,more than 15,Hyundai i20 1.2
4402,2010,Petrol,less than 100000,more than 15,Maruti Alto LXi
4156,2018,Petrol,less than 50000,more than 15,Hyundai Creta 1.6
1391,2016,Diesel,less than 100000,more than 15,Maruti Swift VDI
4781,2015,Petrol,less than 100000,more than 15,Hyundai Grand i10
5798,2017,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
223,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
6203,2017,Diesel,less than 50000,more than 20,Other
1662,2014,Petrol,less than 100000,more than 15,Other
6719,2017,Diesel,less than 50000,more than 15,Chevrolet Enjoy 1.3
4291,2006,Petrol,less than 500000,more than 15,Other
2265,2013,Petrol,less than 50000,more than 25,Other
4338,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
2682,2012,Diesel,less than 100000,more than 15,Toyota Etios GD
3960,2016,Diesel,less than 500000,more than 15,Other
7059,2013,Petrol,less than 500000,more than 15,Hyundai i20 Magna
3234,2019,Diesel,less than 50000,more than 25,Maruti Swift AMT
361,2013,Petrol,less than 100000,0-15,Other
1778,2015,Petrol,less than 100000,more than 20,Maruti Wagon R
3774,2016,Diesel,less than 100000,more than 25,Maruti Baleno Zeta
4630,2006,Diesel,less than 500000,0-15,Toyota Innova 2.5
5623,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
3192,2017,Diesel,less than 100000,more than 25,Maruti Ciaz ZDi
7022,2016,Diesel,less than 25000,more than 15,Mahindra XUV500 W4
7134,2010,Petrol,less than 100000,0-15,Other
7375,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
2259,2015,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
977,2015,Diesel,less than 500000,more than 20,Hyundai i20 Asta
6266,2016,Petrol,less than 50000,more than 20,Maruti Alto 800
7697,2003,Petrol,less than 500000,more than 15,Maruti Alto LX
6253,2012,LPG,less than 100000,more than 15,Other
349,2015,Petrol,less than 50000,more than 15,Hyundai Grand i10
3013,2017,Petrol,less than 50000,more than 15,Hyundai i20 1.2
6397,2017,Petrol,less than 50000,more than 15,Ford Figo Aspire
2663,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
5698,2012,Diesel,less than 100000,more than 20,Other
621,2017,Diesel,less than 100000,more than 20,Maruti Ertiga SHVS
3498,2011,Diesel,less than 100000,more than 20,Ford Figo Diesel
4696,2009,Diesel,less than 100000,more than 15,Maruti Swift Dzire
1106,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
7196,2012,Petrol,less than 100000,more than 15,Hyundai Santro Xing
6915,2015,Petrol,less than 500000,more than 15,Other
1327,2018,Diesel,less than 25000,more than 20,Other
2653,2009,Diesel,less than 500000,more than 15,Tata Indigo LS
7083,2013,Petrol,less than 500000,more than 15,Other
867,2017,Petrol,less than 50000,more than 25,Renault KWID RXT
1586,2018,Diesel,less than 50000,more than 15,Other
4443,2018,Diesel,less than 50000,more than 25,Maruti S-Cross 2017-2020
2826,2014,Diesel,less than 100000,0-15,Other
6565,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
6367,2013,Petrol,less than 25000,more than 15,Maruti Swift VXI
1979,2018,Diesel,less than 25000,more than 15,Other
1245,2005,Petrol,less than 500000,more than 15,Other
4433,2011,Petrol,less than 500000,more than 15,Other
2001,2015,Petrol,less than 100000,more than 20,Maruti Alto K10
465,2018,Diesel,less than 25000,more than 15,Renault Duster 110PS
6469,2019,Petrol,less than 25000,more than 15,Hyundai Grand i10
6123,2019,Petrol,less than 10000,more than 20,Other
3304,2010,Petrol,less than 100000,more than 15,Hyundai i20 Asta
3992,2013,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
3379,2015,Petrol,less than 100000,more than 20,Maruti Swift LXI
1171,2018,Petrol,less than 50000,more than 15,Hyundai Elite i20
7374,2016,Diesel,less than 50000,more than 15,Other
2972,2006,Petrol,less than 50000,more than 15,Maruti Alto LXi
5666,2014,Diesel,less than 500000,more than 20,Maruti Ertiga ZDI
7072,2018,Diesel,less than 100000,more than 20,Volkswagen Vento 1.5
5215,2015,Petrol,less than 50000,more than 15,Hyundai i20 Active
4141,2012,Diesel,less than 100000,more than 20,Skoda Rapid 1.6
1840,2012,Diesel,less than 100000,more than 20,Tata Indigo CS
5308,2017,Petrol,less than 50000,more than 15,Hyundai Verna 1.6
3069,2015,Petrol,less than 100000,more than 20,Maruti Wagon R
4060,2015,Diesel,less than 500000,more than 25,Ford Figo 1.5D
6566,2018,Petrol,less than 100000,more than 20,Maruti Swift AMT
3212,2016,Diesel,less than 100000,0-15,Toyota Innova 2.5
1669,2016,Diesel,less than 100000,more than 25,Maruti Swift Dzire
3243,2018,Petrol,less than 100000,0-15,Other
8052,2012,Petrol,less than 100000,0-15,Other
415,2013,Petrol,less than 100000,more than 20,Maruti Wagon R
5895,2019,Petrol,less than 25000,more than 20,Other
1593,2018,Diesel,less than 50000,more than 15,Other
7739,2015,Petrol,less than 100000,more than 15,Hyundai i20 Asta
2949,2019,Petrol,less than 10000,more than 15,Honda Jazz VX
348,2016,Petrol,less than 50000,more than 20,Datsun GO T
6361,2018,Diesel,less than 100000,more than 20,Other
3320,2011,Diesel,less than 100000,more than 20,Ford Figo Diesel
4258,2015,Diesel,less than 500000,0-15,Tata Safari Storme
5554,2015,Diesel,less than 500000,more than 25,Maruti Swift Dzire
5049,2016,Petrol,less than 25000,more than 15,Hyundai Grand i10
3862,2012,Diesel,less than 500000,more than 20,Renault Duster 85PS
6405,2016,Diesel,less than 100000,more than 15,Chevrolet Enjoy 1.3
5434,2014,Diesel,less than 50000,more than 20,Volkswagen Polo 1.5
5350,2010,Petrol,less than 100000,more than 15,Tata Indigo eCS
6399,2018,Diesel,less than 100000,more than 20,Hyundai i20 Active
5098,2019,Diesel,less than 10000,more than 15,BMW X4 M
6879,2013,Diesel,less than 500000,more than 20,Maruti Swift Dzire
5575,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
925,2016,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
5102,2017,Petrol,less than 50000,more than 20,Maruti Wagon R
7975,2018,Petrol,less than 25000,more than 15,Hyundai Creta 1.6
7169,2017,Petrol,less than 50000,more than 20,Renault KWID 1.0
1465,2010,Diesel,less than 100000,more than 20,Ford Figo Diesel
1371,2017,Diesel,less than 50000,more than 20,Hyundai i20 1.4
7592,2019,Petrol,less than 10000,more than 20,Other
3564,2018,Diesel,less than 25000,more than 15,Mahindra Thar CRDe
682,2012,Diesel,less than 500000,0-15,Toyota Fortuner 4x2
3378,2000,Diesel,less than 100000,0-15,Other
6285,2016,Diesel,less than 100000,more than 20,Maruti Ertiga ZDI
3233,2016,Petrol,less than 25000,more than 20,Maruti Alto 800
3619,2013,Diesel,less than 500000,more than 15,Tata Indica Vista
4675,2020,Diesel,less than 25000,more than 15,Other
596,2010,Petrol,less than 100000,more than 15,Maruti Zen Estilo
3220,2015,Diesel,less than 100000,more than 20,Hyundai i20 Asta
2667,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
5007,2005,Petrol,less than 500000,0-15,Other
5634,2016,Petrol,less than 100000,more than 20,Maruti Swift Dzire
8023,2011,Diesel,less than 100000,0-15,Other
5354,2018,Petrol,less than 25000,more than 25,Renault KWID RXT
30,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
2768,2014,Petrol,less than 100000,more than 15,Hyundai Grand i10
6046,2017,Diesel,less than 50000,more than 15,Other
8089,2011,Petrol,less than 50000,more than 25,Other
5367,2011,Petrol,less than 500000,more than 15,Other
4308,2010,Petrol,less than 100000,0-15,Other
2039,2012,Diesel,less than 500000,more than 20,Other
3629,2018,Petrol,less than 25000,more than 20,Tata Tigor 1.2
